Montly prices
Date,Open,High,Low,Close,Adj Close,Volume
2019-10-01,200.000000,205.800003,189.500000,203.199997,193.973221,3039636
2019-11-01,203.199997,220.000000,202.800003,215.000000,205.237411,2769796
2019-12-01,214.600006,219.800003,208.399994,217.399994,207.528442,2027898
2020-01-01,217.399994,234.199997,214.600006,226.800003,216.501617,2861446
2020-02-01,229.399994,246.800003,216.199997,219.800003,209.819473,3460889
2020-03-01,217.800003,238.199997,150.300003,189.800003,181.181702,6746802
2020-04-01,185.000000,214.800003,169.000000,204.500000,195.214203,2709807
2020-05-01,204.500000,232.399994,198.350006,213.100006,203.423691,2561446
2020-06-01,217.000000,230.800003,201.100006,225.899994,215.642456,4417557
2020-07-01,226.800003,255.899994,221.199997,247.300003,236.070755,3044523
2020-08-01,249.500000,266.600006,247.600006,258.399994,249.333389,2397824
2020-09-01,261.000000,267.600006,248.500000,263.600006,254.350952,2755360
2020-10-01,265.500000,279.000000,253.399994,257.700012,248.657974,2603140
2020-11-01,259.200012,297.299988,258.299988,279.200012,269.403595,3676789
2020-12-01,281.200012,281.200012,262.500000,271.299988,261.780762,2868283
2021-01-01,271.299988,293.100006,263.399994,270.200012,260.719360,3029890
2021-02-01,272.600006,297.000000,270.200012,293.100006,282.815857,2538320
2021-03-01,296.399994,315.200012,291.100006,310.799988,299.894806,3007343
2021-04-01,311.299988,335.100006,311.000000,321.100006,309.833405,2344690
2021-05-01,321.600006,325.700012,306.299988,314.600006,305.813568,2237081
2021-06-01,315.100006,348.600006,309.600006,342.299988,332.739929,2344081
2021-07-01,343.799988,366.700012,337.799988,355.600006,345.668488,2167845
2021-08-01,356.799988,377.899994,353.799988,374.399994,363.943390,1665123
2021-09-01,377.700012,386.100006,340.100006,340.100006,330.601379,2481551
2021-10-01,337.399994,363.100006,331.600006,361.100006,351.014862,2349980
2021-11-01,362.700012,374.700012,345.500000,362.700012,352.570190,3276708
2021-12-01,366.500000,399.100006,354.700012,392.000000,381.051849,2246968
2022-01-01,395.700012,402.100006,319.500000,333.399994,324.088470,3081039
2022-02-01,335.299988,344.899994,305.399994,331.899994,322.630371,3412339
2022-03-01,334.399994,357.000000,296.700012,346.299988,336.628204,3978197
2022-04-01,346.799988,353.200012,321.100006,342.700012,333.128754,2518795
2022-05-01,340.600006,341.200012,295.799988,308.700012,303.010712,2504944
2022-06-01,309.000000,311.399994,271.500000,293.299988,287.894501,2395860
2022-07-01,292.000000,334.600006,291.399994,326.299988,320.286316,2529437
2022-08-01,327.000000,332.600006,279.200012,284.299988,279.060364,2553635
2022-09-01,281.399994,302.200012,249.100006,260.899994,256.091644,3373299
2022-10-01,258.700012,276.399994,245.600006,271.299988,266.299957,2689327
2022-11-01,272.200012,274.899994,163.149994,215.399994,211.430206,10412417
2022-12-01,217.000000,235.800003,211.000000,222.699997,218.595657,4612786
2023-01-01,226.000000,258.899994,222.699997,255.000000,250.300385,3388226
2023-02-01,257.600006,275.399994,245.399994,246.000000,241.466248,3580990
2023-03-01,247.899994,253.000000,203.300003,221.699997,217.614090,5186925
2023-04-01,221.600006,225.199997,167.449997,180.800003,177.467880,4849550
2023-05-01,180.800003,190.350006,137.850006,139.899994,139.899994,6529512
2023-06-01,141.399994,163.649994,137.300003,153.449997,153.449997,5970426
2023-07-01,154.250000,160.750000,129.000000,131.750000,131.750000,5471111
2023-08-01,128.000000,131.199997,113.750000,127.849998,127.849998,6269731
2023-09-01,127.150002,132.800003,112.050003,119.400002,119.400002,4564903
2023-10-01,116.349998,121.500000,96.620003,108.150002,108.150002,5472977
2023-11-01,109.050003,138.050003,107.750000,128.550003,128.550003,4936338
2023-12-01,129.500000,136.750000,115.349998,132.050003,132.050003,4519373
2024-01-01,132.050003,153.800003,125.349998,145.649994,145.649994,4454836
